channel_name	channel_code	alias_name
HBO温馨家庭	hbo_family	hbo温馨家庭/hbo family频道/hbo family/hbo 温馨家庭/hbo family 溫馨家庭/hbo家庭/hbo家庭影院/美国hbo家庭影院/溫馨家庭
新闻调查	xinwendc	新闻调查
情感影院	qingganyy	情感影院/iptv情感影院
河源综合频道	hyrtv_1	河源综合频道/河源综合/河源电视台综合频道/河源电视台综合/河源台/河源/河源综合台
长治公共频道	cztvca2	长治公共频道/长治公共/长治电视台公共频道/长治电视台公共/长治tv2/长治二台/长治二/长治公共台
诸暨新闻频道	zhujitv1	诸暨新闻频道/诸暨新闻/诸暨电视台新闻频道/诸暨电视台新闻/诸暨新闻台
诸暨娱乐频道	zhujitv2	诸暨娱乐频道/诸暨娱乐/诸暨电视台娱乐频道/诸暨电视台娱乐/诸暨娱乐台
绍兴县轻纺城	shaoxtv1	绍兴县轻纺城/绍兴县中国轻纺城频道/绍兴县中国轻纺城/绍兴县轻纺城台
西双版纳一套	xsbntv1	西双版纳一套/西双版纳一/西双版纳电视台一套/西双版纳电视台一/西双版纳一台
西双版纳二套	xsbntv2	西双版纳二套/西双版纳二/西双版纳电视台二套/西双版纳电视台二/西双版纳二台
遂宁互动频道	uiningtv3	遂宁互动频道/遂宁互动/遂宁电视台互动频道/遂宁电视台互动/遂宁互动台
江阴电视剧频道	jsjytv4	江阴电视剧频道/江阴电视剧/江阴电视台电视剧频道/江阴电视台电视剧
NHK BS1	nhk_bs1	nhk bs1/nhkbs1/日本nhk1
安徽国际频道	ahtv8	安徽国际频道/安徽国际/安徽电视台国际频道/安徽电视台国际
安徽导视频道	ahds	安徽导视频道/安徽导视
BTV国际美洲	btvgjmz	btv国际美洲
福建公共频道	fjtv3	福建公共频道/福建公共/福建电视台公共频道/福建电视台公共/福建tv3频道/福建tv3/福建电视公共频道/福建电视公共/福建台公共频道/福建台公共/福建公共台/fjtv3/福建3公共
福建体育频道	fjtv8	福建体育频道/福建体育/福建电视台体育频道/福建电视台体育/福建tv8/福建tv8频道/福建台体育频道/福建台体育/福建体育台/fjtv8/福建8体育/福建青运频道/福建青运
气象影视	qxyingshi	气象影视
福州新闻频道	fztv1	福州新闻频道/福州新闻/福州电视台新闻综合频道/福州电视台新闻综合/福州电视台1套/福州电视台1/福州电视台一套/福州电视台一/福州电视新闻频道/福州电视新闻/福州新闻综合/福州综合频道/福州综合/fztv1/福建福州新闻频道/福建福州新闻/福州电视台一台
厦门纪实频道	xmtv2	厦门纪实频道/厦门纪实/厦门电视台纪实频道/厦门电视台纪实/厦门电视纪实频道/厦门电视纪实/厦门二套/厦门二/厦门2套/厦门2/厦门海峡频道/厦门海峡/福建厦门纪实频道/福建厦门纪实/xmtv2/厦门二台
泉州闽南语频道	qztv4	泉州闽南语频道/泉州闽南语/泉州电视台闽南语频道/泉州电视台闽南语/泉州4套/泉州4/泉州电视闽南语频道/泉州电视闽南语/泉州电视台4/泉州电视台4套/泉州闽南语电视台/泉州闽南语电视/闽南语频道/闽南语/qztv4/泉州四台/泉州四
珠江频道海外版	gdtv5	珠江频道海外版/广东电视台珠江频道海外版/gdtv珠江频道海外版/广东电视珠江频道海外版/广东台珠江频道海外版
广东新闻频道	gdtv6	广东新闻频道/广东新闻/广东电视台新闻频道/广东电视台新闻/广东台新闻台/广东台新闻/gdtv5
深圳移动电视频道	sztv9	深圳移动电视频道/深圳移动电视/深圳电视台移动电视频道/深圳电视台移动电视/深圳电视频道/深圳电视/移动电视/深圳电视台/深圳tv
深圳国际频道美洲	sztv12	深圳国际频道美洲
江门公共频道	jmtv1	江门公共频道/江门公共/江门电视台公共频道/江门电视台公共/广东江门电视台/广东江门电视/江门有线电视台/江门有线电视
TVS2南方卫视	nanfang6	tvs2南方卫视
贵视新闻综合频道	gytv1	贵视新闻综合频道/贵视新闻综合/贵阳电视台新闻综合频道/贵阳电视台新闻综合/贵视台新闻综合频道/贵视台新闻综合/gytv1/贵阳1/贵阳一台/贵阳一
贵视都市频道	gytv4	贵视都市频道/贵视都市/贵阳电视台都市频道/贵阳电视台都市/贵视台都市频道/贵视台都市/gytv4/贵阳4/贵阳都市频道/贵阳都市/贵阳四台/贵阳四
贵视旅游生活频道	gytv5	贵视旅游生活频道/贵视旅游生活/贵阳电视台旅游生活频道/贵阳电视台旅游生活/贵视台旅游生活频道/贵视台旅游生活/贵阳5/贵阳旅游生活频道/贵阳旅游生活/贵阳五台/贵阳五
安顺影视台	anshun2	安顺影视台/安顺影视/安顺电视台影视频道/安顺电视台影视
开封公共频道	kftv3	开封公共频道/开封公共/开封电视台公共频道/开封电视台公共
湖北经济频道	hubei8	湖北经济频道/湖北经济/湖北电视台经视频道/湖北电视台经视/湖北经济电视台/湖北经济电视/湖北经济台/湖北经视/湖北电视台经济频道/湖北电视台经济
江苏公共新闻	jstv8	江苏公共新闻
江苏教育电视台	jstv9	江苏教育电视台/江苏教育电视/江苏电视教育频道/江苏电视教育/江苏教育频道/江苏教育/江苏教育电视台频道/江苏教育台
苏州数字导视	szszds	苏州数字导视
吉视综艺文化	jilin7	吉视综艺文化
长春三套	ctv3	长春三套/长春三/长春电视台三套/长春电视台三/长春电视台ctv3/长春电视台市民频道/长春电视台市民/长视三套/长视三/长春市民频道/长春市民/长春3套/长春3/长春三台/长春3台/长春市民台
长影频道	changyingtv	长影频道/长影
辽宁北方频道	lntv8	辽宁北方频道/辽宁北方/辽宁电视台北方频道/辽宁电视台北方/辽宁北方电视台/辽宁北方电视/辽宁北方台/辽视北方频道电视/辽视北方台/辽视北方/北方频道/北方/辽视北方频道
沈阳新闻频道	lnsy1	沈阳新闻频道/沈阳新闻/沈阳电视台新闻频道/沈阳电视台新闻/sytv新闻频道/sytv新闻/沈阳电视台1/沈阳新闻台/sytv1/沈阳一台/沈阳一/沈阳1套/沈阳1/沈阳一套/沈阳1台/沈阳1频道/沈视1套/沈视1
大连新闻综合频道	dalian1	大连新闻综合频道/大连新闻综合/大连电视台新闻综合频道/大连电视台新闻综合/dltv1/dltv新闻综合频道/dltv新闻综合/大连1台/大连1/大连电视台1/大连新闻台/大连新闻/大连新闻频道/大连一台/大连一/大连一套/大连1套
铁岭快乐三频道	tieling3	铁岭快乐三频道/铁岭快乐三/铁岭电视台快乐三频道/铁岭电视台快乐三/铁视3套/铁视3/铁岭三台/铁岭三/铁岭3台/铁岭3/铁岭公共/铁岭公共频道/铁岭三套/铁岭电视台公共频道/铁岭电视台公共/铁视三套/铁视三/铁岭快乐3
山西科教频道	sxtv4	山西科教频道/山西科教/山西电视台科教频道/山西电视台科教/山西台科教频道/山西台科教
DMC电视剧频道	dmcdrama	dmc电视剧频道/dmc电视剧/山西电视剧轮播/dmc轮播电视剧频道/dmc轮播电视剧
太原新闻频道	sxtytv1	太原新闻频道/太原新闻/山西太原电视台新闻频道/山西太原电视台新闻/太原电视台新闻频道/太原电视台新闻/太原电视台一套新闻频道/太原电视台一套新闻/tytv1/太原1/太原电视台一台/太原电视台一
太原法制频道	sxtytv3	太原法制频道/太原法制/山西太原电视台法制频道/山西太原电视台法制/太原电视台法制频道/太原电视台法制/太原台法制频道/太原台法制/太原3/太原三台/太原三
济南新闻综合	jntv1	济南新闻综合/济南电视台新闻综合频道/济南电视台新闻综合/jntv1新闻综合频道/jntv1新闻综合/济南新闻综合频道/jntv1/济南新闻频道/济南新闻
济南都市频道	jntv2	济南都市频道/济南都市/济南电视台都市频道/济南电视台都市/jntv2都市频道/jntv2都市/济南女性频道/济南女性/jntv2/济南都市台/济南女性台
济南影视频道	jntv3	济南影视频道/济南影视/济南电视台影视频道/济南电视台影视/jntv3影视频道/jntv3影视/济南影视台/jntv3
济南商务频道	jntv6	济南商务频道/济南商务/济南电视台商务频道/济南电视台商务/jntv6商务频道/jntv6商务/jntv6/济南商务台
泰安新闻	tatv1	泰安新闻/泰安电视台新闻综合频道/泰安电视台新闻综合/泰安电视台一频道/泰安电视台一/泰安一套/泰安一/tatv1/泰安1套/泰安1/泰安台一套/泰安台一/泰安新闻综合频道/泰安新闻综合/泰安新闻台/泰安一台
艺术人文频道	shhai8	艺术人文频道/艺术人文/上海电视台艺术人文频道/上海电视台艺术人文/上海台艺术人文频道/上海台艺术人文/上海文艺台/上海文艺/上海艺术人文电视台/上海艺术人文电视/上海艺术人文/东视艺术人文/上视艺术人文频道/上视艺术人文/上海艺术人文频道
都市剧场	sitv12	都市剧场/新视觉hd电影/新视觉电影
东方财经浦东	sitv14	东方财经浦东
SITV经典剧场	sitv15	sitv经典剧场/sitv数字电视sitv经典剧场/上海经典剧场/数字电视sitv经典剧场
玩具益智	sitv26	玩具益智/sitv玩具益智/sitv玩具益智频道/上海玩具益智频道/上海玩具益智/玩具益智频道
幸福彩	sitv29	幸福彩/新视觉旅游/新视觉hd旅游
新视觉高清纪实	sitv_documentary	新视觉高清纪实/新视觉纪实高清
上海新视觉娱乐高清	sitv_yule	上海新视觉娱乐高清
资讯气象	sitv_zxqx	资讯气象
新视觉HD游戏	sitv_game	新视觉hd游戏/新视觉游戏高清
DOX英伦	doxyl	dox英伦/风尚英伦/星元英伦/高清英伦时尚/高清英伦风/影像英伦
四川文化旅游频道	sctv2	四川文化旅游频道/四川文化旅游/四川电视台文化旅游频道/四川电视台文化旅游/sctv2/sctv2文化旅游频道/sctv2文化旅游/四川电视台2套/四川电视台2/四川台文化旅游频道/四川台文化旅游/四川二套/四川二/四川2套/四川2/四川二台/四川2台/四川旅游频道/四川旅游
四川国际频道	scguoji	四川国际频道/四川国际/四川电视台国际频道/四川电视台国际/四川国际台
成都公共频道	chengdu5	成都公共频道/成都公共/成都电视台公共频道/成都电视台公共/cdtv5/成都电视台体育频道/成都电视台体育/cdtv5公共频道/cdtv5公共/cdtv5成都公共频道/cdtv5成都公共/成都体育频道/成都体育/成都五台/成都五/成都公共台
XJTV8	xjtv8	xjtv8/新疆电视台哈语综艺频道/新疆电视台哈语综艺/新疆电视台八频道/新疆电视台八/新疆电视台八套哈语综艺频道/新疆电视台八套哈语综艺/新疆电视台第八频道哈语综艺频道/新疆电视台第八频道哈语综艺/新疆哈语综艺频道/新疆哈语综艺/新疆台8频道/新疆台8/新疆8频道/新疆8/新疆八台/新疆八
杭州影视频道	htv4	杭州影视频道/杭州影视/杭州电视台影视频道/杭州电视台影视/杭州台影视频道/杭州台影视/htv4/杭州四套/杭州四/杭州4套/杭州4/utv杭州影视频道/utv杭州影视/htv4杭州影视/杭州台影视台/杭州四台
宁波都市文体	nbtv3	宁波都市文体/宁波电视台都市文体频道/宁波电视台都市文体/宁波都市文体频道/宁波台都市文体频道/宁波台都市文体/宁波三套/宁波三/宁波3套/宁波3/宁波3台/宁波三台/宁波文化娱乐频道/宁波文化娱乐/nbtv3/宁波都市文体台
温州经济科教	wztv2	温州经济科教/温州电视台经济科教频道/温州电视台经济科教/温州台经济科教频道/温州台经济科教/温州经济科教电视台/温州经济科教电视/温州2台/温州2/温州经济科教台/温州二台/温州二
青海经济生活	qhtv2	青海经济生活/青海电视台经济生活频道/青海电视台经济生活/qhtv1/青海台经济生活频道/青海台经济生活/青海经济生活电视台/青海经济生活电视/青海生活经济频道/青海生活经济
嘉兴新闻综合	jiaxintv1	嘉兴新闻综合/嘉兴电视台新闻综合频道/嘉兴电视台新闻综合/嘉兴台新闻综合频道/嘉兴台新闻综合/嘉兴综合频道/嘉兴综合/嘉兴新闻频道/嘉兴新闻/嘉兴新闻综合台/嘉兴综合台/嘉兴新闻台
嘉兴公共频道	jiaxintv3	嘉兴公共频道/嘉兴公共/嘉兴电视台公共频道/嘉兴电视台公共/嘉兴台都市生活频道/嘉兴台都市生活/嘉兴公共城市频道/嘉兴公共城市/嘉兴公共城市台
金华经济生活	jinhuatv3	金华经济生活/金华电视台经济生活频道/金华电视台经济生活/金华台经济生活频道/金华台经济生活
牡丹江新闻综合频道	moudanjian1	牡丹江新闻综合频道/牡丹江新闻综合/牡丹江电视台新闻综合频道/牡丹江电视台新闻综合/牡丹江台新闻综合频道/牡丹江台新闻综合/牡丹江新闻频道/牡丹江新闻/牡丹江综合频道/牡丹江综合/牡丹江新闻综合台
牡丹江地产频道	moudanjian5	牡丹江地产频道/牡丹江地产/牡丹江电视台地产频道/牡丹江电视台地产
义乌新闻频道	zjyiwu1	义乌新闻频道/义乌新闻/义乌电视台新闻频道/义乌电视台新闻/义乌台新闻频道/义乌台新闻/义乌新闻综合/义乌新闻台
延边卫视	yanbian1	延边卫视/吉林朝语频道/吉林朝语/朝鲜语频道/朝鲜语/延边台/延边电视台/延边tv/延边电视
烟台新闻综合	yantai1	烟台新闻综合/烟台电视台新闻综合频道/烟台电视台新闻综合/烟台1台/烟台1/烟台1套/烟台新闻综合频道/烟台一套/烟台一/yttv1/烟台新闻频道/烟台新闻/烟台综合频道/烟台综合/ytv1/烟台新闻综合台/烟台一台/烟台新闻台/烟台综合台
西安文化影视频道	xian4	西安文化影视频道/西安文化影视/西安电视台文化影视频道/西安电视台文化影视/西安4台/西安4/西安4套/西安四套/西安四/西安影视频道/西安影视/西安四台/西安文化频道/西安文化/xatv4
CHC家庭影院	chc2	chc家庭影院/chc家庭影院频道/华诚影院/华诚家庭影院/chc影院/chc家庭电影
南昌精品房产	ncjpfc	南昌精品房产
南昌新闻综合频道	nanchang1	南昌新闻综合频道/南昌新闻综合/南昌电视台新闻综合频道/南昌电视台新闻综合/南昌新闻频道/南昌新闻/南昌综合频道/南昌综合/南昌新闻台/南昌1/nctv1/南昌电视台一套/南昌电视台一/南昌电视台1/南昌一台/南昌一/南昌综合台
南昌资讯频道	nanchang3	南昌资讯频道/南昌资讯/南昌电视台资讯频道/南昌电视台资讯/南昌资讯台/南昌3/nctv3/南昌法制频道/南昌法制/南昌电视台资讯政法频道/南昌电视台资讯政法/南昌电视台3/南昌三台/南昌三
南昌都市频道	nanchang4	南昌都市频道/南昌都市/南昌电视台都市频道/南昌电视台都市/南昌电视台二套都市频道/南昌电视台二套都市/南昌2套/南昌2/南昌电视台2都市频道/南昌电视台2都市/nctv2/南昌电视台二套/南昌电视台二/南昌电视台2/南昌二台/南昌二/南昌都市台
新华社英语台	cnc_world	新华社英语台/新华社英语/新华社英语电视台/新华社英语电视/cnc英语电视台/cnc英语电视/新华社英语频道/新华社英文电视台/新华社英文电视/cnc world/cnc英语台/cnc英语/cnc英文台/cnc英文/中國新華電視英文台/中國新華電視英文
兵团新闻频道	btxw	兵团新闻频道/兵团新闻
北大荒农业频道	bdhny	北大荒农业频道/北大荒农业/北大荒电视台农业频道/北大荒电视台农业/北大荒农业台/北大荒农业电视台/北大荒农业电视/黑龙江电视台农业频道/黑龙江电视台农业/黑龙江农业频道/黑龙江农业
高清影视频道地区	szthm_movies2	高清影视频道地区/影视频道地区高清
明珠台	tvb2	明珠台/明珠/tvb pearl/pearl/tvb明珠台/tvb明珠/香港明珠/无线明珠
DISCOVERY	discovery	discovery/discovery探索频道/discovery探索/美国探索频道/美国探索/探索频道/探索/discovery 頻道/discovey channel
彭博财经台	bloomberg_tv_tw	彭博财经台/彭博财经/彭博电视台/彭博电视/bloomberg/彭博资讯/彭博财经频道/bloomberg television/bloomberg television 彭博財經台/bloomberg television 彭博財經/bloomberg彭博
法国TV5MONDE	tv5monde_asie	法国tv5monde/法国第五台/法国第五/tv5monde/法国tv5电视台/法国tv5电视/tv 5 monde/tv5 france/tv5 monde/tv5monde法语/tv5法语电视台/tv5法语电视/法語電視台/法語電視/tv5monde 法國電視台/tv5monde 法國電視/tv5 monde europe/tv5 monde 法語電視台/tv5 monde 法語電視/法国tv5/法国电视五台/法国电视五
运城科教频道	yctv3	运城科教频道/运城科教/运城电视台三套/运城电视台三/运城3套/运城3/运城电视台3套/运城电视台3/运城三套/运城三/运城三台
星元川网导视	xycwds	星元川网导视/川网导视/四川导视
IPTV少儿动画	iptvsedh	iptv少儿动画
吴江新闻综合频道	wjtv1	吴江新闻综合频道/吴江新闻综合/吴江电视台新闻综合频道/吴江电视台新闻综合
星元欧美剧场	xyomjc	星元欧美剧场/星元欧洲剧场
星元欧美院线	xyomyx	星元欧美院线/星元欧洲影视
星元首映	xysy	星元首映
第一导视	dyds	第一导视/江苏导视频道/江苏导视
莱芜二套	ltv2	莱芜二套/莱芜二/莱芜电视台二套/莱芜电视台二/莱芜科教
KNEWS24	kkxw	knews24
赛事精选1	ssjx1	赛事精选1
IPTV演唱会	bstych	iptv演唱会
包头新闻综合频道	bttv_1	包头新闻综合频道/包头新闻综合/包头电视台新闻综合频道/包头电视台新闻综合/包头一套/包头一/包头电视台一套/包头电视台一/包头一台/包头电视台一台
乌海新闻综合频道	wuhaitv1	乌海新闻综合频道/乌海新闻综合
扬州生活频道	yztv3	扬州生活频道/扬州生活/扬州电视台生活频道/扬州电视台生活/扬州三套/扬州三/扬州三台
唐山影视频道	tssv3	唐山影视频道/唐山影视/唐山电视台影视频道/唐山电视台影视/唐山3/唐山文化影视/唐山三台/唐山三
唐山公共频道	tssv4	唐山公共频道/唐山公共/唐山电视台公共频道/唐山电视台公共/唐山4/唐山四台/唐山四
大同一套	datongtv1	大同一套/大同一/大同电视台新闻综合频道/大同电视台新闻综合/大同综合
大同二套	datongtv2	大同二套/大同二/大同电视台影视频道/大同电视台影视/大同影视台/大同影视
大同教育频道	dtedu	大同教育频道/大同教育/大同教育电视台/大同教育电视
鞍山时尚频道	ahshantv4	鞍山时尚频道/鞍山时尚/鞍山电视台时尚频道/鞍山电视台时尚/鞍山时尚台
吉林市电视剧频道	jlctv5	吉林市电视剧频道/吉林市电视剧/吉林市电视台电视剧频道/吉林市电视台电视剧
葫芦岛社会生活	hldtv2	葫芦岛社会生活/葫芦岛电视台社会生活频道/葫芦岛电视台社会生活/葫芦岛二套/葫芦岛二/葫芦岛2/葫芦岛二台
鹤岗公共频道	hgtv2	鹤岗公共频道/鹤岗公共/鹤岗电视台公共频道/鹤岗电视台公共/鹤岗公共台
矿区新闻综合	hgtv3	矿区新闻综合/鹤岗电视台矿区新闻综合频道/鹤岗电视台矿区新闻综合
盱眙综合频道	xuyixwzh	盱眙综合频道/盱眙综合/盱眙县新闻综合频道/盱眙县新闻综合
南通数字电视宣传	nttv4	南通数字电视宣传/南通数字电视宣传频道
桂林新闻综合频道	glxw	桂林新闻综合频道/桂林新闻综合/桂林电视台新闻综合频道/桂林电视台新闻综合/桂林新闻综合台
桂林公共频道	glgg	桂林公共频道/桂林公共/桂林电视台公共频道/桂林电视台公共/桂林公共台
睛彩广西交通	jcgxjt	睛彩广西交通/睛彩广西交通频道/睛彩广西频道/睛彩广西
如皋经济生活	rgjjsh	如皋经济生活/如皋电视台经济生活频道/如皋电视台经济生活/如皋经济台/如皋经济
芜湖生活频道	wuhutv2	芜湖生活频道/芜湖生活/芜湖电视台生活频道/芜湖电视台生活/芜湖电视台经济生活频道/芜湖电视台经济生活/芜湖经济生活台/芜湖经济生活
黄山一套	hstv1	黄山一套/黄山一/黄山新闻综合频道/黄山新闻综合/黄山电视台一套/黄山电视台一/黄山一台
南充综合频道	scnctv1	南充综合频道/南充综合/南充电视台综合频道/南充电视台综合/南充新闻频道/南充新闻/南充新闻台
南充文娱频道	scnctv4	南充文娱频道/南充文娱/南充电视台文娱频道/南充电视台文娱/南充文娱台
广元综合频道	scgytv1	广元综合频道/广元综合/广元电视台新闻综合频道/广元电视台新闻综合/广元综合台
梧州新闻综合频道	gxwztv1	梧州新闻综合频道/梧州新闻综合/梧州电视台新闻综合频道/梧州电视台新闻综合
惠州三套	gdhztv3	惠州三套/惠州三/惠州电视台三套/惠州电视台三/惠州三台
梅州时政综合频道	gdmztv1	梅州时政综合频道/梅州时政综合/梅州电视台时政综合频道/梅州电视台时政综合/mztv1/梅州时政综合台
常德新闻频道	hncdtv1	常德新闻频道/常德新闻/常德电视台新闻频道/常德电视台新闻/常德新闻台
济宁影视频道	sdjntv3	济宁影视频道/济宁影视/济宁电视台影视频道/济宁电视台影视/济宁三套/济宁三/济宁电视台三套/济宁电视台三/济宁三台
济宁都市频道	sdjntv4	济宁都市频道/济宁都市/济宁电视台都市频道/济宁电视台都市
十堰新闻频道	hbsytv1	十堰新闻频道/十堰新闻/十堰电视台新闻频道/十堰电视台新闻/十堰新闻台
十堰武当频道	hbsytv4	十堰武当频道/十堰武当/十堰电视台武当频道/十堰电视台武当/十堰信息咨讯
濮阳新闻综合频道	hnpytv1	濮阳新闻综合频道/濮阳新闻综合/濮阳电视台新闻综合频道/濮阳电视台新闻综合/濮阳一套/濮阳一/濮阳1/濮阳一台
濮阳公共频道	hnpytv2	濮阳公共频道/濮阳公共/濮阳电视台公共频道/濮阳电视台公共/濮阳二套/濮阳二/濮阳2/濮阳二台
咸阳影视频道	sxxytv2	咸阳影视频道/咸阳影视/咸阳电视台影视频道/咸阳电视台影视/咸阳二套/咸阳二/咸阳二台
驻马店科学教育	zmdtv2	驻马店科学教育/驻马店电视台科学教育频道/驻马店电视台科学教育/驻马店二套/驻马店二/驻马店科教/驻马店二台
NGC HD	ngc_hd	ngc hd/国家地理高清频道/国家地理高清/国家地理高画质频道/国家地理高画质/national geographic hd/ngc高清
莱芜一套	ltv1	莱芜一套/莱芜一/莱芜电视台一套/莱芜电视台一/莱芜新闻频道/莱芜新闻/莱芜综合
NEWTV军事评论	jspinglun	newtv军事评论
第一电影	dydianying	第一电影
丽水新闻综合频道	lsxw	丽水新闻综合频道/丽水新闻综合/丽水电视台新闻综合频道/丽水电视台新闻综合
随州影视频道	suizhoutv2	随州影视频道/随州影视/随州电视台影视频道/随州电视台影视
临夏公共频道	linxiatv2	临夏公共频道/临夏公共/临夏电视台公共频道/临夏电视台公共
社会纪实	shjs	社会纪实
亳州农村频道	haozhoutv2	亳州农村频道/亳州农村/亳州电视台农村频道/亳州电视台农村
蛇口综合频道	sktv1	蛇口综合频道/蛇口综合/蛇口电视台综合频道/蛇口电视台综合
财经纵横	caijinglt	财经纵横
武威新闻综合频道	wwxwzh	武威新闻综合频道/武威新闻综合/武威电视台新闻综合频道/武威电视台新闻综合/武威新闻综合台
武威凉州频道	wwlz	武威凉州频道/武威凉州/武威电视台凉州频道/武威电视台凉州/武威凉州台
宿迁综合频道	sqxx	宿迁综合频道/宿迁综合/宿迁电视台综合频道/宿迁电视台综合/宿迁综合台
江宁生活频道	jnshuo	江宁生活频道/江宁生活/江宁生活台
塔城三套	tctv3	塔城三套/塔城三/塔城电视台三套/塔城电视台三/塔城综艺频道/塔城综艺/塔城综艺台/塔城三台
长兴快乐2	changxtv2	长兴快乐2/长兴电视台文化生活频道/长兴电视台文化生活/长兴文化台/长兴文化
铜仁公共频道	trtv2	铜仁公共频道/铜仁公共/铜仁电视台公共频道/铜仁电视台公共/铜仁公共台
江阴新闻综合频道	wjytv1x	江阴新闻综合频道/江阴新闻综合/江阴电视台新闻综合频道/江阴电视台新闻综合/江阴新闻综合台
宜昌综合频道	yichangtv1	宜昌综合频道/宜昌综合/宜昌电视台综合频道/宜昌电视台综合/宜昌综合台
淮北公共频道	ahhbtv2	淮北公共频道/淮北公共/淮北电视台公共频道/淮北电视台公共
淮北影视频道	ahhbtv_3	淮北影视频道/淮北影视/淮北电视台影视频道/淮北电视台影视
百色综合频道	bstv1	百色综合频道/百色综合/百色电视台综合频道/百色电视台综合/百色综合台
富阳新闻综合	fyxwzh	富阳新闻综合/富阳电视台新闻综合频道/富阳电视台新闻综合
富阳生活文化	fywhsh	富阳生活文化
沭阳综合频道	shuyangzh	沭阳综合频道/沭阳综合/沭阳电视台综合频道/沭阳电视台综合/沭阳综合台
靖江新闻综合	jingjiangxw	靖江新闻综合/靖江新闻综合频道
邳州新闻综合	pizhouxw	邳州新闻综合/邳州电视台新闻综合频道/邳州电视台新闻综合/邳州新闻综合频道
皖江购物频道	wanjiangshop	皖江购物频道/皖江购物
北京科教频道	btv3	北京科教频道/北京科教/北京电视台科教频道/北京电视台科教/btv3/btv3台/btv3套/btv科教/btv科教频道/btv科教台/北京3台/北京3/北京3套/北京电视台三套/北京电视台三/北京科教台/北京三台/北京三/北京三套/北京台科教频道/北京台科教
重庆生活频道	ccqtv7	重庆生活频道/重庆生活/重庆电视台生活频道/重庆电视台生活/重庆台生活频道/重庆台生活/重庆六套/重庆六/重庆6套/重庆6/cqtv生活/cqtv6/重庆六台
重庆公共农村频道	ccqtv9	重庆公共农村频道/重庆公共农村/重庆电视台公共农村频道/重庆电视台公共农村/cqtv公共/重庆台公共频道/重庆台公共/重庆公共/重庆八套/重庆八/重庆8套/重庆8/cqtv8/重庆公共·农村/重庆公共频道/cqtv公共农村/重庆八台
福州生活频道	fztv3	福州生活频道/福州生活/福州电视台生活频道/福州电视台生活/福州电视生活频道/福州电视生活/福州电视台3套/福州电视台3/福州电视台三套/福州电视台三/福建福州生活频道/福建福州生活/fztv3/福州电视台三台
兰州新闻综合频道	lanzhoutv1	兰州新闻综合频道/兰州新闻综合/兰州电视台新闻综合频道/兰州电视台新闻综合/兰州新闻频道/兰州新闻/兰州综合频道/兰州综合/兰州台新闻综合频道/兰州台新闻综合
兰州生活经济频道	lanzhoutv3	兰州生活经济频道/兰州生活经济/兰州电视台生活经济频道/兰州电视台生活经济/兰州生活经济电视台/兰州生活经济电视/兰州台生活经济频道/兰州台生活经济
深视电视剧频道	sztv3	深视电视剧频道/深视电视剧/深圳电视台电视剧频道/深圳电视台电视剧/深视二套/深视二/深圳2套/深圳2/深圳2套电视剧频道/深圳2套电视剧/深圳电视剧频道/深圳电视剧/深圳二台/深圳二/深圳二套/深圳2台
深圳娱乐频道	sztv5	深圳娱乐频道/深圳娱乐/深圳电视台娱乐频道/深圳电视台娱乐/深视四套/深视四/深圳4套/深圳4/深圳4套娱乐频道/深圳4套娱乐/深圳四台/深圳四/深视娱乐/深视娱乐频道/深圳四套/深圳4台/深视娱乐生活/深视生活频道/深视生活
深圳卫视亚洲	sztv10	深圳卫视亚洲/深圳电视台国际频道/深圳电视台国际/深圳国际
广州少儿频道	gztv7	广州少儿频道/广州少儿/广州电视台少儿频道/广州电视台少儿/广视少儿频道/广视少儿/广州少儿台/gztv7
佛山影视频道	gdfs2	佛山影视频道/佛山影视/佛山电视台影视频道/佛山电视台影视/佛山市影视频道/佛山市影视/广东佛山电视台影视频道/广东佛山电视台影视/佛山电视影视/佛山电视影视频道/佛山影视台/gdfs2
佛山公共频道	gdfs3	佛山公共频道/佛山公共/佛山电视台公共频道/佛山电视台公共/佛山台公共频道/佛山台公共/广东佛山电视台公共频道/广东佛山电视台公共/gdfs3/佛山公共台
中山公共频道	gdzs2	中山公共频道/中山公共/中山电视台公共频道/中山电视台公共/广东中山电视台公共频道/广东中山电视台公共/gdzs2/中山台/中山
潮州台公共频道	czbtv2	潮州台公共频道/潮州台公共/潮州电视台公共频道/潮州电视台公共/广东潮州电视台公共频道/广东潮州电视台公共/czbtv2/潮州公共电视台/潮州公共电视/潮州公共/潮州台/潮州/广东潮州公共频道/广东潮州公共
东莞新闻综合	gddg1	东莞新闻综合/东莞电视台新闻综合频道/东莞电视台新闻综合/广东东莞电视台第一频道/广东东莞电视台第一/东莞第1频道/东莞第1/东莞电视台第一频道/东莞电视台第一/东莞台第一频道/东莞台第一/东莞综合频道/东莞综合
东莞公共频道	gddg2	东莞公共频道/东莞公共/东莞电视台公共频道/东莞电视台公共/东莞2台/东莞2/广东东莞电视台第二频道/广东东莞电视台第二/东莞第2频道/东莞第2/东莞电视台第二频道/东莞电视台第二/东莞台第二频道/东莞台第二
贵州电视剧频道	guizoutv3	贵州电视剧频道/贵州电视剧/贵州电视台三频道/贵州电视台三/贵州电影频道/贵州电影/贵州台电视剧频道/贵州台电视剧/贵州台影视文艺频道/贵州台影视文艺/贵州电视台电视剧频道/贵州电视台电视剧/贵州3频道/贵州3/贵州三台/贵州三
